,alias,categories,id,image_url,name,price,rating,review_count,transactions,url,long,lat,geometry,neighbourhood,price_int,chain,store_add1,store_add2,store_add3,store_zip_code
1443,310-coffee-company-los-angeles,['coffee'],HBZTzkCzHs0IKkv1aNcl1g,https://s3-media1.fl.yelpcdn.com/bphoto/_jHZwUu8LPp1wSB9c1mfPA/o.jpg,310 Coffee Company,$,4,88,[],https://www.yelp.com/biz/310-coffee-company-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4210541,34.0047321,POINT (-118.4210541 34.0047321),Mar Vista,1,FALSE,11625 Washington Pl,,,90066
1449,jin-teahouse-west-covina,"['coffee', 'desserts', 'japanese']",qzk253HbOm6ftuc2o2T_gQ,https://s3-media4.fl.yelpcdn.com/bphoto/8fp4XIMG5ocIHLnJjpBFfw/o.jpg,Jin Teahouse,$,4,240,"['delivery', 'pickup']",https://www.yelp.com/biz/jin-teahouse-west-covina?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.8864051,34.011354,POINT (-117.8864051 34.011354),West Covina,1,FALSE,3648 Nogales St,"Ste C,B",,91792
1451,starbucks-west-covina-12,['coffee'],LI34_8nJkKAuHbHZBOY8mg,https://s3-media2.fl.yelpcdn.com/bphoto/-QPNmGIRMGq181FI0OcDxQ/o.jpg,Starbucks,$,2.5,192,[],https://www.yelp.com/biz/starbucks-west-covina-12?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.911873,34.035366,POINT (-117.911873 34.035366),West Covina,1,TRUE,2320 S. Azusa Avenue,,,91792
1452,quickly-west-covina,"['coffee', 'asianfusion']",vIfJQFyLIYvXdbpa5KQRUg,https://s3-media4.fl.yelpcdn.com/bphoto/afX9VwLbli5KoPgtkeerHA/o.jpg,Quickly,$,3.5,165,[],https://www.yelp.com/biz/quickly-west-covina?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.9124966,34.03610082,POINT (-117.91249663715 34.036100818161),West Covina,1,TRUE,2270 S Azusa Ave,Ste B,,91791
1456,juicy-cafÃ©-and-biÃ³nicos-west-covina-2,"['coffee', 'juicebars', 'markets']",jz45xCzzQBLNCdWFJBskSw,https://s3-media3.fl.yelpcdn.com/bphoto/pyxyERoF3m0aH-kl9B3LNA/o.jpg,"Juicy, CafÃ© & BiÃ³nicos",$,4.5,68,[],https://www.yelp.com/biz/juicy-caf%C3%A9-and-bi%C3%B3nicos-west-covina-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.93386,34.05074,POINT (-117.93386 34.05074),West Covina,1,FALSE,601 E Francisquito Ave,,Space 607,91790
1459,tapioca-express-west-covina,"['coffee', 'juicebars', 'bubbletea']",Yaa5Jozu7yYr80FvRcNxMg,https://s3-media3.fl.yelpcdn.com/bphoto/NqzlEeFSdIVsMPkUEaM6aw/o.jpg,Tapioca Express,$,3,148,[],https://www.yelp.com/biz/tapioca-express-west-covina?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.937333,34.057725,POINT (-117.937333 34.057725),West Covina,1,TRUE,1019 S Glendora Ave,,,91790
1462,la-social-cafe-west-covina-2,"['coffee', 'breakfast_brunch', 'bakeries']",tH_Hchbsp6Z-d064DLj6Tw,https://s3-media1.fl.yelpcdn.com/bphoto/A7WujaZGgiNFFj4mX5aPrQ/o.jpg,LA Social Cafe,$,4.5,113,[],https://www.yelp.com/biz/la-social-cafe-west-covina-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.9431488,34.0644273,POINT (-117.9431488 34.0644273),West Covina,1,FALSE,933 S Sunset Ave,Ste 100,,91790
1464,bambu-west-covina-2,"['coffee', 'juicebars', 'bubbletea']",pBqVl3dWihut3CH0jepvpA,https://s3-media2.fl.yelpcdn.com/bphoto/p58alAztVtzSAFTnS_wFOQ/o.jpg,BAMBU,,4.5,23,[],https://www.yelp.com/biz/bambu-west-covina-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.9358897,34.0580919,POINT (-117.9358897 34.0580919),West Covina,,TRUE,989 S Glendora Ave,Unit 15,,91790
1466,chai-cafe-west-covina,['coffee'],WzuvFc_z88v1MJPzf9HeJw,https://s3-media4.fl.yelpcdn.com/bphoto/3N-BNbACql-ARztDezwDMg/o.jpg,Chai Cafe,$,3.5,9,[],https://www.yelp.com/biz/chai-cafe-west-covina?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.9355392,34.0584602,POINT (-117.9355392 34.0584602),West Covina,1,FALSE,935 S Glendora Ave,,,91790
1468,starbucks-west-covina-6,['coffee'],keYryPmcVVlWYXiSOFQjng,https://s3-media3.fl.yelpcdn.com/bphoto/7myd-6mjKGgMz5RHBMZq7g/o.jpg,Starbucks,$$,2.5,241,[],https://www.yelp.com/biz/starbucks-west-covina-6?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.927297,34.068332,POINT (-117.927297 34.068332),West Covina,2,TRUE,333 S. Vincent Avenue,,,91790
1470,boba-loca-coffee-and-tea-house-west-covina,['coffee'],kyBKDT2gTNRH1fHfOv6xhQ,https://s3-media3.fl.yelpcdn.com/bphoto/UKhX3nY5y2_fj-4_djXjUw/o.jpg,Boba Loca Coffee & Tea House,$,3,41,[],https://www.yelp.com/biz/boba-loca-coffee-and-tea-house-west-covina?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.9279542,34.0698722,POINT (-117.92795419693 34.069872200489),West Covina,1,FALSE,214 Plaza Dr,,,91790
1472,lollicup-west-covina-2,"['coffee', 'juicebars', 'bubbletea']",IGYGTsXQsBonfOEatr9vvA,https://s3-media2.fl.yelpcdn.com/bphoto/3rWUtLu-lmcVcHJtn7LwIw/o.jpg,Lollicup,$,3.5,35,[],https://www.yelp.com/biz/lollicup-west-covina-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.9271355,34.0695789,POINT (-117.9271355 34.0695789),West Covina,1,TRUE,9108 Plaza Drive,,,91790
1473,coffee-holic-west-covina,"['coffee', 'desserts']",RXpQ0FErLvohd-3_TmUwfQ,https://s3-media2.fl.yelpcdn.com/bphoto/0V3u4L1fLNsK8JmxQBBBKw/o.jpg,Coffee Holic,$,4.5,331,[],https://www.yelp.com/biz/coffee-holic-west-covina?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.9227651,34.07072818,POINT (-117.922765128314 34.0707281827666),West Covina,1,FALSE,1240 Lakes Dr,Unit B,,91790
1474,cafe-valer-west-covina,"['coffee', 'sandwiches', 'desserts']",grDJjaRLRw6xwvznb-ywig,https://s3-media1.fl.yelpcdn.com/bphoto/fIDA8BfSPqCIZRwPJW7Ekg/o.jpg,Cafe Valer,$,4.5,605,[],https://www.yelp.com/biz/cafe-valer-west-covina?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.930481,34.070295,POINT (-117.930481 34.070295),West Covina,1,FALSE,112 Plaza Dr,Ste 1032,,91790
1479,starbucks-west-covina-10,['coffee'],taNQP-XBIFZ4ynBk3wOC1A,https://s3-media1.fl.yelpcdn.com/bphoto/2OjgdZvCQmbIq5blqHVFMw/o.jpg,Starbucks,$,3,195,[],https://www.yelp.com/biz/starbucks-west-covina-10?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.881891,34.072428,POINT (-117.881891 34.072428),West Covina,1,TRUE,101 N. Barranca,,,91791
1480,starbucks-west-covina-11,['coffee'],jcdKwhI7_Mwz18muZTYhcw,https://s3-media2.fl.yelpcdn.com/bphoto/jcS21NRYAnFpuqODGzx6zw/o.jpg,Starbucks,$,2,22,[],https://www.yelp.com/biz/starbucks-west-covina-11?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.884737,34.073974,POINT (-117.884737 34.073974),West Covina,1,TRUE,2831 Eastland Ctr Dr,,Target,91791
1484,the-coffee-bean-and-tea-leaf-los-angeles-4,['coffee'],tGU21drW8Aey_ZBZMk9c0Q,https://s3-media3.fl.yelpcdn.com/bphoto/egdCP_2Zm-3ol38rLVLE3w/o.jpg,The Coffee Bean & Tea Leaf,$,3,180,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.422116,34.019688,POINT (-118.422116 34.019688),Palms,1,TRUE,3470 S Sepulveda Blvd,,,90034
1487,starbucks-culver-city-16,['coffee'],LpK21eJ-Izd_8e2G8UjZJg,https://s3-media3.fl.yelpcdn.com/bphoto/OgjMLMj6LDSNiVM9812Erg/o.jpg,Starbucks,,3,4,[],https://www.yelp.com/biz/starbucks-culver-city-16?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.405472,34.01713865,POINT (-118.405472033278 34.0171386521846),Palms,,TRUE,10601 Washington Blvd,Ste 104,,90232
1491,apothecary-cafe-culver-city,"['coffee', 'bagels', 'juicebars']",vJObmDenXOfza93llWzyFA,https://s3-media2.fl.yelpcdn.com/bphoto/GWXtp3UIqdJPb43NfbmFMw/o.jpg,Apothecary Cafe,$,4,10,[],https://www.yelp.com/biz/apothecary-cafe-culver-city?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3983536,34.0223083,POINT (-118.3983536 34.0223083),Palms,1,FALSE,3831 Hughes Ave,,,90232
1492,le-pain-quotidien-los-angeles-22,"['coffee', 'breakfast_brunch', 'bakeries']",NmjGGBm7bzaBkCMQH6v5zA,https://s3-media3.fl.yelpcdn.com/bphoto/LkZoeXOArHBF5CJ-HG13jw/o.jpg,Le Pain Quotidien,$$,4,180,"['delivery', 'pickup']",https://www.yelp.com/biz/le-pain-quotidien-los-angeles-22?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3977458,34.02174642,POINT (-118.397745788097 34.0217464207129),Palms,2,TRUE,9901 Washington Blvd,Ste 102,,90232
1493,the-coffee-bean-and-tea-leaf-los-angeles-88,['coffee'],MI5RIcAOTvPiuu6axVAAlA,https://s3-media3.fl.yelpcdn.com/bphoto/_rHTrj6V1puzebYIoNANlA/o.jpg,The Coffee Bean & Tea Leaf,$,3,56,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-88?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39879,34.02385,POINT (-118.39879 34.02385),Palms,1,TRUE,9829 Venice Blvd,,,90034
1494,starbucks-los-angeles-375,['coffee'],BiQarjef-TbH1Yiy6d2s0Q,https://s3-media1.fl.yelpcdn.com/bphoto/VdycOPs-a-d57zmRDFruzQ/o.jpg,Starbucks,$,3.5,51,[],https://www.yelp.com/biz/starbucks-los-angeles-375?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.427726,34.027239,POINT (-118.427726 34.027239),Palms,1,TRUE,3006 S. Sepulveda Blvd.,,,90034
1495,the-coffee-bean-and-tea-leaf-los-angeles-102,['coffee'],npbDdDK33vKXC9Cz_lQkVw,https://s3-media2.fl.yelpcdn.com/bphoto/IupP1sZdKWroMsPSbg5DGw/o.jpg,The Coffee Bean & Tea Leaf,$,4,38,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-102?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.41577,34.03054,POINT (-118.41577 34.03054),Palms,1,TRUE,10612 National Blvd,,,90034
1496,starbucks-los-angeles-18,['coffee'],yG9qalpyE92fjjiSlmlbJA,https://s3-media3.fl.yelpcdn.com/bphoto/GT4cJOAKFF681HvFFBsqJQ/o.jpg,Starbucks,$,3,21,[],https://www.yelp.com/biz/starbucks-los-angeles-18?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.427113,34.026478,POINT (-118.427113 34.026478),Palms,1,TRUE,3118 S Sepulveda Blvd,,Vons-Los Angeles #2077,90034
1498,coffee-commissary-los-angeles-4,['coffee'],BmHSMWGtIK6LRUaDJheI5w,https://s3-media3.fl.yelpcdn.com/bphoto/zUg1EDT6gX1PmpZDuKvQaA/o.jpg,Coffee Commissary,$$,3.5,248,[],https://www.yelp.com/biz/coffee-commissary-los-angeles-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4095001,34.0270882,POINT (-118.4095001 34.0270882),Palms,2,TRUE,3425 Motor Ave,,,90034
1502,los-angeles-coffee-club-los-angeles-2,['coffee'],sm-8E64subv5WrTi3izCgg,https://s3-media2.fl.yelpcdn.com/bphoto/b19hHLChxuC9Hk666hg98A/o.jpg,Los Angeles Coffee Club,,5,1,[],https://www.yelp.com/biz/los-angeles-coffee-club-los-angeles-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.395863,34.0324632,POINT (-118.395863 34.0324632),Palms,,FALSE,3475 Motor Ave,,,90034
1503,starbucks-los-angeles-36,['coffee'],y1RSPU_WQjlJhu41iuqSLw,https://s3-media2.fl.yelpcdn.com/bphoto/_OSqU6pvZ2Efepkn4S1Qkw/o.jpg,Starbucks,$,3,122,[],https://www.yelp.com/biz/starbucks-los-angeles-36?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.392835,34.0272,POINT (-118.392835 34.0272),Palms,1,TRUE,8985 Venice Blvd,Ste CB-2,,90034
1504,the-wild-wolf-beverage-company-los-angeles,['coffee'],YZq2xn_Zxx46TteUYAUjjg,,The Wild Wolf Beverage Company,,5,1,[],https://www.yelp.com/biz/the-wild-wolf-beverage-company-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3456421,34.00690842,POINT (-118.345642089844 34.006908416748),Baldwin Hills/Crenshaw,,FALSE,,,,90008
1505,coffeewalk-yogurtalk-los-angeles-2,"['coffee', 'icecream']",pATArcUq7PynJLY8fXtVvA,https://s3-media3.fl.yelpcdn.com/bphoto/mNocxTPLrWAA8Ud0z1gOSw/o.jpg,CoffeeWalk YogurTalk,$,3.5,12,[],https://www.yelp.com/biz/coffeewalk-yogurtalk-los-angeles-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.335791,34.0100267,POINT (-118.335791 34.0100267),Baldwin Hills/Crenshaw,1,FALSE,3650 W Martin Luther King Jr Blvd,,,90008
1506,starbucks-los-angeles-79,['coffee'],jNw4En4vmT-14YTM2dBPnA,https://s3-media3.fl.yelpcdn.com/bphoto/3J4su83eWPyNlWzOk7oxXQ/o.jpg,Starbucks,$$,2.5,45,[],https://www.yelp.com/biz/starbucks-los-angeles-79?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.373408,34.022631,POINT (-118.373408 34.022631),Baldwin Hills/Crenshaw,2,TRUE,3535 S La Cienega Blvd,,Target,90016
1509,starbucks-los-angeles-320,['coffee'],Wf-0gQTzwuN5JoEIHO3kwA,https://s3-media2.fl.yelpcdn.com/bphoto/yhYQq9UJZ69C-sp9bXXVGQ/o.jpg,Starbucks,$,3.5,16,[],https://www.yelp.com/biz/starbucks-los-angeles-320?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.354611,34.020443,POINT (-118.354611 34.020443),Baldwin Hills/Crenshaw,1,TRUE,5080 Rodeo Rd,,Ralphs - Los Angeles #283,90016
1513,hot-and-cool-cafe-los-angeles,"['coffee', 'vegan', 'venues']",DkHP7ysDXTks2JCBBNqIaA,https://s3-media4.fl.yelpcdn.com/bphoto/uv7bAsU51yYDQuXo_Bl54Q/o.jpg,Hot and Cool Cafe,$,4.5,81,[],https://www.yelp.com/biz/hot-and-cool-cafe-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3314932,34.0049377,POINT (-118.331493213773 34.004937696394),Leimert Park,1,FALSE,4331 Degnan Blvd,,,90008
1517,harun-coffee-los-angeles-2,['coffee'],rR1f_EbT3JCHvTfZvQp7Tw,https://s3-media2.fl.yelpcdn.com/bphoto/ctZ4F0UqPn5H-DzHxtTCbA/o.jpg,Harun Coffee,$,5,7,[],https://www.yelp.com/biz/harun-coffee-los-angeles-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3314079,34.00485993,POINT (-118.331407854835 34.0048599326199),Leimert Park,1,FALSE,4336 Degnan Blvd,,,90008
1519,starbucks-los-angeles-86,['coffee'],G_eNch6C6b8nFbvLMG4KXw,https://s3-media1.fl.yelpcdn.com/bphoto/BXgYb464DgKk5YbI12XsQA/o.jpg,Starbucks,$$,3,89,[],https://www.yelp.com/biz/starbucks-los-angeles-86?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3347828,34.01934133,POINT (-118.33478283 34.01934133),Leimert Park,2,TRUE,3722 Crenshaw Blvd.,,,90016
1525,the-coffee-bean-and-tea-leaf-los-angeles-35,['coffee'],GBQyfkuOWvtOaEG_fGd-ZQ,https://s3-media2.fl.yelpcdn.com/bphoto/dNDtJD3lpgpCQLA_VdC_lg/o.jpg,The Coffee Bean & Tea Leaf,$,3.5,86,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-35?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.28241,34.01733,POINT (-118.28241 34.01733),Exposition Park,1,TRUE,3726 S Figueroa St,,,90007
1527,urbnmrkt-los-angeles,"['coffee', 'sandwiches']",2QHWjWFnmyaRnCZTZLmFsQ,https://s3-media2.fl.yelpcdn.com/bphoto/m6vp1FEQ7FGxxY6jJBh1BA/o.jpg,URBNMRKT,$,3,34,[],https://www.yelp.com/biz/urbnmrkt-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.276639,34.019198,POINT (-118.276639 34.019198),Historic South-Central,1,FALSE,3434 S Grand Ave,,,90007
1529,coffee-by-kofi-los-angeles-2,['coffee'],x1HierOUSxuZ2NJb1cttqQ,https://s3-media4.fl.yelpcdn.com/bphoto/5E1cL5jkTD-A07UKWDljUg/o.jpg,Coffee by KOFI,$,5,72,[],https://www.yelp.com/biz/coffee-by-kofi-los-angeles-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.2665321,34.0312448,POINT (-118.2665321 34.0312448),Historic South-Central,1,FALSE,1933 S Broadway,Lobby,,90007
1531,7-eleven-los-angeles-142,"['coffee', 'convenience']",4vSmYRcdIo6HqkSjqMNIRA,https://s3-media3.fl.yelpcdn.com/bphoto/APchE5tFXVpDn1WUIvO21w/o.jpg,7-Eleven,$,1,9,[],https://www.yelp.com/biz/7-eleven-los-angeles-142?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.2721758,34.02616799,POINT (-118.272175817783 34.0261679924394),Historic South-Central,1,TRUE,240 W Adams,,,90007
1543,starbucks-los-angeles-486,['coffee'],fwQFx3JDM6Xo1tpF_ptXNw,https://s3-media1.fl.yelpcdn.com/bphoto/rTPUD01p8YzhP0DmH00EYQ/o.jpg,Starbucks,$$,2.5,192,[],https://www.yelp.com/biz/starbucks-los-angeles-486?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.184236,34.033673,POINT (-118.184236 34.033673),East Los Angeles,2,TRUE,3853 E. 3rd Street,E,,90063
1548,the-coffee-bean-and-tea-leaf-los-angeles-28,['coffee'],DzYHRSRRzQiaa6lPUB67IA,https://s3-media3.fl.yelpcdn.com/bphoto/UGyaMKD2AGj1iBV9IcjY2w/o.jpg,The Coffee Bean & Tea Leaf,$,4,97,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-28?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.161607,34.034802,POINT (-118.161607 34.034802),East Los Angeles,1,TRUE,209 South Mednik Ave,,,90022
1552,la-farfala-coffee-shop-and-deli-los-angeles,"['coffee', 'delis']",_hPjqzQDiyw1-4U_IAETpg,https://s3-media1.fl.yelpcdn.com/bphoto/uDkSKcxRePuqXSRY6mRCAg/o.jpg,La Farfala Coffee Shop & Deli,$,4,97,[],https://www.yelp.com/biz/la-farfala-coffee-shop-and-deli-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.1688843,34.04007721,POINT (-118.168884277344 34.0400772094727),East Los Angeles,1,FALSE,346 N Ford Blvd,,,90022
1553,panaderia-los-reyes-los-angeles-3,"['coffee', 'bakeries']",oxUXN3G0YLsRUL69ayOhQw,https://s3-media4.fl.yelpcdn.com/bphoto/sa5h1wWo2JBTp17mJs4dHQ/o.jpg,Panaderia Los Reyes,,4.5,4,[],https://www.yelp.com/biz/panaderia-los-reyes-los-angeles-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.1621455,34.04382742,POINT (-118.162145480281 34.0438274192342),East Los Angeles,,FALSE,617 N Mednik Ave,,,90022
1558,ding-tea-west-covina-west-covina-2,"['coffee', 'bubbletea']",0WSMqSaQzfUyfyHpyAj5lA,https://s3-media3.fl.yelpcdn.com/bphoto/F6-md9W--o5NGm3GQV6nRQ/o.jpg,Ding Tea West Covina,$,4,97,"['delivery', 'pickup']",https://www.yelp.com/biz/ding-tea-west-covina-west-covina-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.8867488,34.00914505,POINT (-117.886748760939 34.0091450531607),South San Jose Hills,1,FALSE,19032 La Puente Rd,,,91792
1560,aroma-craft-coffee-walnut,"['coffeeroasteries', 'desserts', 'breakfast_brunch']",udrzYRb5-XXbAN8_WriQqw,https://s3-media2.fl.yelpcdn.com/bphoto/DVzBxHf4fpiQY_oj0FdXrg/o.jpg,Aroma Craft Coffee,$$,4.5,605,[],https://www.yelp.com/biz/aroma-craft-coffee-walnut?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.8608203,34.0092405,POINT (-117.8608203 34.0092405),Walnut,2,FALSE,20265 Valley Blvd,Ste Q,,91789
1561,starbucks-walnut-6,['coffee'],-jbtk2egK-27EkZWmUQwDA,https://s3-media2.fl.yelpcdn.com/bphoto/NGXgkzDmvJ7hmO0R1nykwg/o.jpg,Starbucks,$,3.5,155,[],https://www.yelp.com/biz/starbucks-walnut-6?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.859542,34.009812,POINT (-117.859542 34.009812),Walnut,1,TRUE,20373 East Valley Blvd,Suite A,,91789
1563,boba-v-cafe-walnut,"['coffee', 'creperies', 'juicebars']",y3G9RbleDe1WSSh0wh9JxQ,https://s3-media4.fl.yelpcdn.com/bphoto/-b9snKiskTmozOnnV4IZgQ/o.jpg,Boba V Cafe,$,4,78,[],https://www.yelp.com/biz/boba-v-cafe-walnut?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.8657537,34.0201277,POINT (-117.8657537 34.0201277),Walnut,1,FALSE,376 N Lemon Ave,,,91789
